,Town,Population,Size
4203,Hensall,842,Other
4204,Menwith Hill Camp,425,Other
4205,Woodbury Salterton,645,Other
4206,Aldbrough St John,401,Other
4207,Stratford-upon-Avon,30543,Medium Town
4208,Hepworth,565,Other
4209,Wickham Bishops,3894,Other
4210,Wombourne,13680,Other
4211,Scamblesby,272,Other
4212,Little Kingshill,1488,Other
4213,Upchurch,1304,Other
4214,Burgess Hill,32495,Medium Town
4215,Spalding,36334,Medium Town
4216,Morcombelake,362,Other
4217,Frampton on Severn,1432,Other
4218,Newport (East Riding of Yorkshire),1518,Other
4219,Ampthill,22089,Other
4220,Althorne,1177,Other
4221,Barnard Castle,7256,Other
4222,Matlock,15864,Other
4223,Donisthorpe,1972,Other
4224,Furzehill,346,Other
4225,Aveley,9461,Other
4226,Morpeth,15130,Other
4227,Shenley,4249,Other
4228,Netheravon,1363,Other
4229,South Mimms,907,Other
4230,Fakenham,8614,Other
4231,Fleet Hargate,1244,Other
4232,Newton Ferrers,1297,Other
4233,Kirkbride,513,Other
4234,Bransgore,3855,Other
4235,Ripley,1493,Other
4236,Saxilby,4205,Other
4237,Lydney,9386,Other
4238,Bunbury,1192,Other
4239,Cleator Moor,6752,Other
4240,Mylor Bridge,1719,Other
4241,Aspull,4877,Other
4242,Lydiard Millicent,1003,Other
4243,Brentwood,55285,Medium Town
4244,Morton (South Kesteven),2532,Other
4245,Haytor Vale,271,Other
4246,Swanbourne,432,Other
4247,Appleton,974,Other
4248,Warrington,172684,Other
4249,Coleshill (North Warwickshire),6677,Other
4250,Lower Stondon,4485,Other
4251,Langham (Colchester),780,Other
4252,Crossways,2446,Other
4253,Winsford (Cheshire West and Chester),31434,Medium Town
4254,Oxton,562,Other
4255,Witchford,2257,Other
4256,Wrotham,2032,Other
4257,Cranwell RAF College and Airfield,1485,Other
4258,Bovington Camp,2732,Other
4259,Kirkby,43796,Medium Town
4260,Alcester,7242,Other
4261,Mottram St Andrew,314,Other
4262,Sandy Down,393,Other
4263,Desborough,11520,Other
4264,Biddulph,18049,Other
4265,Woolaston,835,Other
4266,Middleton St George,4035,Other
4267,Featherstone (Wakefield),11959,Other
4268,Foulridge,1108,Other
4269,Richings Park,2194,Other
4270,Brockley,457,Other
4271,Witney,30518,Medium Town
4272,Ottery St Mary,5618,Other
4273,Hawkhurst,4103,Other
4274,Liskeard,9552,Other
4275,Faversham,20606,Other
4276,Knaith Park,334,Other
4277,St Bees,1525,Other
4278,Market Harborough,26059,Medium Town
4279,Swanage,10658,Other
4280,Flintham,275,Other
4281,Greystoke,647,Other
4282,Hambledon,726,Other
4283,Bassingbourn Barracks,330,Other
4284,Lydbrook,1931,Other
4285,Yelverton,3750,Other
4286,Hutton Cranswick,1668,Other
4287,Bletchingley,2381,Other
4288,Boars Hill,544,Other
4289,Evesham,28482,Medium Town
4290,Canvey Island,38849,Medium Town
4291,Great Malvern,38204,Medium Town
4292,Dunkeswell,1494,Other
4293,Teffont Magna,265,Other
4294,Awbridge,751,Other
4295,Seend,251,Other
4296,Kirton Holme,359,Other
4297,Upwell,4517,Other
4298,Hunwick,1252,Other
4299,Cambourne,10487,Other
4300,Hellingly,951,Other
4301,Ruishton,1572,Other
4302,Sutterton,1489,Other
4303,Salisbury,46292,Medium Town
4304,The City,512,Other
4305,Benenden,825,Other
4306,Box Hill,1320,Other
4307,Holme (Huntingdonshire),627,Other
4308,Salcombe,1674,Other
4309,South Hiendley,1869,Other
4310,St Dennis,2430,Other
4311,Hawley,1784,Other
4312,Lowestoft,73800,Other
4313,Leake Commonside,437,Other
4314,Honington Airfield,1138,Other
4315,Lifton,1211,Other
4316,High Halden,1191,Other
4317,Bourne End,254,Other
4318,Crewkerne,8025,Other
4319,Ilkley,14811,Other
4320,Little Bealings,464,Other
4321,Belton (North Lincolnshire),2668,Other
4322,Millison's Wood,619,Other
4323,Shawbury,2206,Other
4324,Skegness,25641,Medium Town
4325,Malmesbury,7245,Other
4326,Danbury,6783,Other
4327,Loftus,4896,Other
4328,Hickling (North Norfolk),965,Other
4329,Spencers Wood,5709,Other
4330,Hydestile,324,Other
4331,Hereford,63783,Other
4332,Formby,23207,Other
4333,Sandbach,20755,Other
4334,Edwinstowe,5261,Other
4335,St Ives (Cornwall),9505,Other
4336,Flookburgh,1263,Other
4337,Pocklington,9468,Other
4338,Cheriton,360,Other
4339,Nalderswood,318,Other
4340,Melton Mowbray,27670,Medium Town
4341,Appledore,826,Other
4342,Brinkworth,454,Other
4343,Catterick Garrison,12574,Other
4344,Stanton (St. Edmundsbury),2205,Other
4345,Chappel,419,Other
4346,Tonbridge,41624,Medium Town
4347,Dersingham,4655,Other
4348,Sible Hedingham,4382,Other
4349,Wainfleet All Saints,1741,Other
4350,Albrighton,4690,Other
4351,Ravenshead,5872,Other
4352,Harwell Science and Innovation Campus,162,Other
4353,Bledlow Ridge,777,Other
4354,Rhodes Minnis,201,Other
4355,Castle Donington,7266,Other
4356,Ewhurst,1627,Other
4357,Barnston (Wirral),725,Other
4358,Mayfield (Wealden),2179,Other
4359,Great Leighs,2806,Other
4360,Kirton in Lindsey,2965,Other
4361,Knockholt,296,Other
4362,Lyme Regis,4805,Other
4363,Springvale,5828,Other
4364,Penkridge,7993,Other
4365,Royal National Orthopaedic Hospital,640,Other
4366,Alveston,2616,Other
4367,Crowhurst,913,Other
4368,Bonsall,806,Other
4369,Eynsham,5042,Other
4370,Tebworth,434,Other
4371,Bakewell,3695,Other
4372,Woolpit,1883,Other
4373,Winwick,2506,Other
4374,Upper Rissington,1953,Other
4375,South Luffenham,500,Other
4376,Callow Hill,970,Other
4377,Milton,185,Other
4378,Far Forest,657,Other
4379,Donhead St Mary,242,Other
4380,Boston,46092,Medium Town
4381,Holbeach Clough,920,Other
4382,Mortimer,3682,Other
4383,Cosford Airfield,1378,Other
4384,Blakeney (Forest of Dean),1570,Other
4385,Crowborough,21890,Other
4386,King's Lynn,48691,Medium Town
4387,Elmswell,4205,Other
4388,Sissinghurst,1097,Other
4389,Haywards Heath,38509,Medium Town
4390,Bridgwater,44394,Medium Town
4391,St Breward,656,Other
4392,Radley,2056,Other
4393,Litton Cheney,341,Other
4394,Gainsborough,23243,Other
4395,Dover,45013,Medium Town
4396,Maidstone,119905,Other
4397,Elvington Airfield,387,Other
4398,Ilchester,2096,Other
4399,Baldwin's Gate,1011,Other
4400,Bath,103614,Other
4401,Keele,4682,Other
4402,Caton,2452,Other
4403,Kingstone (County of Herefordshire),1414,Other
4404,Brenchley,1202,Other
4405,Scarborough,61835,Other
4406,Oxted,13840,Other
4407,Church Fenton,1552,Other
4408,Broad Chalke,654,Other
4409,Great Totham,738,Other
4410,Broadwell (West Oxfordshire),106,Other
4411,Wittering Airfield,2837,Other
4412,Shepton Mallet,10810,Other
4413,Overton (Basingstoke and Deane),4152,Other
4414,Cranmore,296,Other
4415,West Malling,2223,Other
4416,Marden (County of Herefordshire),1119,Other
4417,Alconbury Airfield,412,Other
4418,Stone (Stafford),16979,Other
4419,Godmanchester,7120,Other
4420,Markfield,5069,Other
4421,Seaton Sluice,3073,Other
4422,Sywell,1129,Other
4423,Polesworth,10298,Other
4424,St Michael's on Wyre,714,Other
4425,Chadlington,916,Other
4426,Kingswood (Warwick),1143,Other
4427,East Huntspill,873,Other
4428,West Stockwith,628,Other
4429,Castor,1376,Other
4430,Wood End (North Warwickshire),2103,Other
4431,Lympsham,585,Other
4432,Otford,7303,Other
4433,Rendlesham,3286,Other
4434,North Fambridge,846,Other
4435,Pitstone,4241,Other
4436,Smarden,670,Other
4437,Croughton,984,Other
4438,Kingsbridge,6151,Other
4439,Tewkesbury,21305,Other
4440,Stoke Prior,1785,Other
4441,Worth,671,Other
4442,Summerbridge,870,Other
4443,Stelling Minnis,309,Other
4444,Wilton (Wiltshire),4223,Other
4445,St Margaret's at Cliffe,2518,Other
4446,Weyhill,660,Other
4447,Almodington,567,Other
4448,Lower Brailes,1019,Other
4449,Gosforth,938,Other
4450,Bulford Camp,10704,Other
4451,Slip End,1413,Other
4452,Fivehead,562,Other
4453,Sway,2505,Other
4454,Staplecross,726,Other
4455,West Clandon,5452,Other
4456,Ifold,1195,Other
4457,Mitcheldean,2870,Other
4458,Dunston,826,Other
4459,Prestwood,7146,Other
4460,Elstead,2615,Other
4461,Chalton,555,Other
4462,West Winch,2687,Other
4463,Cliviger,1419,Other
4464,Bacton,1380,Other
4465,Lasham Airfield,192,Other
4466,Thurston,3075,Other
4467,Witham on the Hill,223,Other
4468,Barnstaple,32775,Medium Town
4469,Wynyard Village,3261,Other
4470,Bovey Tracey,4754,Other
4471,Preesall,5384,Other
4472,Ogbourne St Andrew,374,Other
4473,Winsley,1560,Other
4474,Birdham,1205,Other
4475,Haverigg,1436,Other
4476,Melksham,19618,Other
4477,Beech,583,Other
4478,Gobowen,3377,Other
4479,Chicksands,1633,Other
4480,Warminster,17824,Other
4481,Bridport,13651,Other
4482,Thame,11565,Other
4483,Kirton (Newark and Sherwood),258,Other
4484,Durham,55507,Medium Town
4485,Wilton Park,341,Other
4486,Wellow (Isle of Wight),297,Other
4487,Piddlehinton,442,Other
4488,Broad Oak (North Dorset),230,Other
4489,Lockerley,283,Other
4490,Crockerton,334,Other
4491,Stoke (Basingstoke and Deane),323,Other
4492,Lockeridge,294,Other
4493,Priston,233,Other
4494,Gundleton,312,Other
4495,Chedzoy,433,Other
4496,Hillesley,295,Other
4497,Nympsfield,417,Other
4498,Kingston Seymour,404,Other
4499,Withington (Cotswold),274,Other
4500,Binton,311,Other
4501,Chilton (Aylesbury Vale),341,Other
4502,White Waltham,403,Other
4503,Winsford (West Somerset),310,Other
4504,Moreton Pinkney,409,Other
4505,Wappenham,321,Other
4506,Eardington,553,Other
4507,Shutlanger,301,Other
4508,Tiffield,332,Other
4509,Aston-By-Stone,358,Other
4510,Exbourne,379,Other
4511,Studham,574,Other
4512,Tur Langton,304,Other
4513,Bicton,306,Other
4514,Little Warford,322,Other
4515,Treburley,281,Other
4516,Penshurst,813,Other
4517,Collyweston,550,Other
4518,Mankinholes,404,Other
4519,Yarwell,447,Other
4520,Little Hadham,414,Other
4521,Burton in Lonsdale,545,Other
4522,Trottiscliffe,226,Other
4523,Holywell (Huntingdonshire),308,Other
4524,Forton,349,Other
4525,Spridlington,213,Other
4526,Southrey,220,Other
4527,Carlton in Cleveland,379,Other
4528,North Dalton,347,Other
4529,Leverton,343,Other
4530,Great Wratting,186,Other
4531,Alvingham,258,Other
4532,Chilham,379,Other
4533,Dunkirk,407,Other
4534,Beachamwell,365,Other
4535,Wickham Skeith,322,Other
4536,Clint Green,372,Other
4537,Metfield,407,Other
4538,Three Legged Cross,1485,Other
4539,Curdridge,981,Other
4540,Cranbourne,1176,Other
4541,Sundridge,1375,Other
4542,Dunnington,3175,Other
4543,Rowlands Gill,5851,Other
4544,Bucklow Hill,463,Other
4545,Botloe's Green,358,Other
4546,Sibford Ferris,470,Other
4547,Redcar,38001,Medium Town
4548,Kidderminster,57929,Medium Town
4549,Chadderton,36208,Medium Town
4550,Colyton,2179,Other
4551,Longbenton,38778,Medium Town
4552,Elsenham,3120,Other
4553,Trowse Newton,838,Other
4554,Mabe Burnthouse,1099,Other
4555,Sutton,228105,Other
4556,Hatton,2704,Other
4557,Watford,141651,Other
4558,Stevenage,94081,Other
4559,Farcet,1626,Other
4560,Ramsbottom,17632,Other
4561,Bradenstoke,533,Other
4562,Queniborough,2833,Other
4563,Collingham,2263,Other
4564,Breadsall,793,Other
4565,Tidbury Green,1016,Other
4566,Holmfirth,22001,Other
4567,North Benfleet,1844,Other
4568,Barrow Hill,989,Other
4569,Shalmsford Street,4121,Other
4570,Feering,631,Other
4571,Eye Green,619,Other
4572,Chalford,6691,Other
4573,Brundall,4435,Other
4574,Wanborough,1827,Other
4575,Copster Green,415,Other
4576,Church,5187,Other
4577,Bentley,27297,Medium Town
4578,Drax,455,Other
4579,Wednesbury,19404,Other
4580,Bursledon,7713,Other
4581,Hyde (Tameside),35576,Medium Town
4582,Kilburn,4522,Other
4583,Swanland,3921,Other
4584,Ironville,1930,Other
4585,Sedbury,3708,Other
4586,Clayton-le-Moors,8166,Other
4587,Birstall,13793,Other
4588,Urmston,42114,Medium Town
4589,Littlewick Green,236,Other
4590,Billington,1545,Other
4591,Midhurst,5335,Other
4592,Elmbridge Village,542,Other
4593,Lingwood,2566,Other
4594,Poynton,15407,Other
4595,York,164369,Other
4596,Hindley,24853,Other
4597,Stretton,1003,Other
4598,Claydon,3231,Other
4599,Horspath,1426,Other
4600,Duffield,5208,Other
4601,Innsworth,14707,Other
4602,Lewisham,306424,Other
4603,Yarmouth,482,Other
4604,Bicknacre,2241,Other
4605,Leeming Bar,1098,Other
4606,New Hartley,1831,Other
4607,Hill Dale,271,Other
4608,Uppermill,13666,Other
4609,Shaldon,1759,Other
4610,Great Knowley,753,Other
4611,Seaton Delaval,8291,Other
4612,Coddington,1767,Other
4613,Sedgley,31224,Medium Town
4614,Sandy,11818,Other
4615,Launceston,9317,Other
4616,Brinsley,5157,Other
4617,Elton,3539,Other
4618,Kensington and Chelsea,156129,Other
4619,Stock,1560,Other
4620,Trewoon,1259,Other
4621,Sonning Common,4801,Other
4622,Great Moulton,383,Other
4623,Gorleston-on-Sea,24839,Other
4624,Maynard's Green,369,Other
4625,Wootton (Bedford),5463,Other
4626,Broadbridge Heath,5869,Other
4627,North Ascot,10403,Other
4628,Walton-on-the-Naze,12557,Other
4629,West Hendred,391,Other
4630,Sprotbrough,3337,Other
4631,Meare Green,361,Other
4632,Borrowash,7348,Other
4633,Catsfield,668,Other
4634,Yaverland,406,Other
4635,St Merryn Holiday Village,397,Other
4636,Dunscroft,14130,Other
4637,Ravenshall,392,Other
4638,Great Kingshill,1674,Other
4639,Wandsworth,330802,Other
4640,Norton,1630,Other
4641,Whiteshill,498,Other
4642,Halstead,630,Other
4643,Effingham,241,Other
4644,Hardington Mandevil,276,Other
4645,Fence Houses,6872,Other
4646,Gastard,258,Other
4647,Cliffe,669,Other
4648,Ware,20092,Other
4649,Itchen Abbas,502,Other
4650,Northam,10857,Other
4651,Walton,3174,Other
4652,Farnborough,65370,Other
4653,Clutton,1503,Other
4654,Rowhedge,2213,Other
4655,Fordingbridge,4433,Other
4656,Birdwell,4014,Other
4657,Great Corby,546,Other
4658,Baldock,10624,Other
4659,Letchworth Garden City,34503,Medium Town
4660,Nether Padley,285,Other
4661,Lower Farringdon,310,Other
4662,Worsthorne,1008,Other
4663,Goosnargh,1005,Other
4664,Chorley,38958,Medium Town
4665,Guiseley,12320,Other
4666,Waverton,4121,Other
4667,Sharpthorne,685,Other
4668,Mundford,1643,Other
4669,Maidenhead,68117,Other
4670,Fishbourne,2614,Other
4671,Little Shelford,851,Other
4672,New Longton,2594,Other
4673,Hartley (Tunbridge Wells),444,Other
4674,Perranporth,3198,Other
4675,Basingstoke,114402,Other
4676,Causeway End,357,Other
4677,Chipping Campden,2130,Other
4678,Little Irchester,329,Other
4679,Swanley,17423,Other
4680,Horwich,19764,Other
4681,Thornton (Wyre),20021,Other
4682,Ruddington,7651,Other
4683,Minster (Thanet),3118,Other
4684,Westfield,774,Other
4685,Chorleywood,13434,Other
4686,Shevington Vale,5124,Other
4687,South Harting,774,Other
4688,Hemingford Grey,3640,Other
4689,Broadmayne,909,Other
4690,Hedon,8401,Other
4691,Newlyn,3521,Other
4692,Worthing,115191,Other
4693,Hackleton,1085,Other
4694,Hipsburn,720,Other
4695,Eye (City of Peterborough),3998,Other
4696,Tiptoe,459,Other
4697,Saltdean,13258,Other
4698,Great Blakenham,2117,Other
4699,Crockenhill,1541,Other
4700,Bottom Boat,1178,Other
4701,Romiley,35329,Medium Town
4702,Clifton (City of Nottingham),22822,Other
4703,South Elmsall,11301,Other
4704,Bignall End,3336,Other
4705,Lambeth,326034,Other
4706,Wretton,329,Other
4707,Nutley,1284,Other
4708,Cheswick Green,2355,Other
4709,Hutton Rudby,1607,Other
4710,Ashton-in-Makerfield,28283,Medium Town
4711,Dunholme,2096,Other
4712,Islington,242705,Other
4713,Frinton-on-Sea,4789,Other
4714,Prescot,38570,Medium Town
4715,Devoran,631,Other
4716,Morgan's Vale,2584,Other
4717,Sale,138206,Other
4718,Barnt Green,3749,Other
4719,South Kirkby,9019,Other
4720,Hartfield,675,Other
4721,South Horrington,777,Other
4722,Compton,1301,Other
4723,Barnby Dun,3287,Other
4724,Botley (Chiltern),677,Other
4725,Eccles,41552,Medium Town
4726,Welton,4509,Other
4727,Cottingham,15079,Other
4728,Grain,1600,Other
4729,Blunsdon St Andrew,2365,Other
4730,Distington,1441,Other
4731,Newburgh,1027,Other
4732,Ramsden Heath,1984,Other
4733,Ruddington Grange,205,Other
4734,Sunningwell,420,Other
4735,Dewsbury,66875,Other
4736,Flax Bourton,326,Other
4737,Syston,14175,Other
4738,Morley,29893,Medium Town
4739,Bickershaw,859,Other
4740,Staining,1650,Other
4741,Lyneham Airfield,4849,Other
4742,Gillingham,108584,Other
4743,Tollerton,1655,Other
4744,Wargrave,2802,Other
4745,Lynemouth,1761,Other
4746,Pelton,5833,Other
4747,Rothwell,19225,Other
4748,Althorpe,390,Other
4749,Coldfair Green,790,Other
4750,Reepham,908,Other
4751,Aldershot,58511,Medium Town
4752,Ovingham,1219,Other
4753,Puriton,1672,Other
4754,Long Duckmanton,616,Other
4755,Sibford Gower,533,Other
4756,Weldon,4245,Other
4757,Hale (New Forest),252,Other
4758,Weeley,1271,Other
4759,Old Arley,551,Other
4760,Cradley,262,Other
4761,Netherne On-The-Hill,1565,Other
4762,Dunstable,34157,Medium Town
4763,Trimley St Mary,5977,Other
4764,Braunton,7479,Other
4765,Warden,1826,Other
4766,Great Chishill,633,Other
4767,Marldon,2059,Other
4768,Hazel Grove,19543,Other
4769,Northfleet,30060,Medium Town
4770,Betchworth,590,Other
4771,Fen End,242,Other
4772,Halton,833,Other
4773,New Milton,20463,Other
4774,Heckmondwike,12592,Other
4775,Dormansland,2159,Other
4776,Chew Moor,853,Other
4777,Ottershaw,3449,Other
4778,Caldecote,1917,Other
4779,Brookwood,1382,Other
4780,Ashtead,14460,Other
4781,Fradley,667,Other
4782,Southam,944,Other
4783,Wyke,263,Other
4784,Middleton (Ryedale),399,Other
4785,The Sands,390,Other
4786,St Day,2196,Other
4787,Altrincham,56112,Medium Town
4788,Moulsford,530,Other
4789,Cleadon,4467,Other
4790,Hullbridge,6068,Other
4791,Bilston,33518,Medium Town
4792,Woodbridge,11715,Other
4793,Bramford,1847,Other
4794,Steeton,4770,Other
4795,Winchester,48603,Medium Town
4796,Histon,8425,Other
4797,Chelwood Gate,605,Other
4798,Denton,36089,Medium Town
4799,Plymstock,26115,Medium Town
4800,Ash,369,Other
4801,Irlam,20264,Other
4802,Bedworth,31134,Medium Town
4803,Southwell,1666,Other
4804,Brighton and Hove,244917,Other
4805,Grayswood,520,Other
4806,Whickham,16000,Other
4807,Lostock Gralam,2646,Other
4808,Eastchurch,663,Other
4809,Sunniside,3135,Other
4810,Tutts Clump,303,Other
4811,Kirkby-in-Ashfield,28650,Medium Town
4812,Yatton,6981,Other
4813,Woodham Ferrers,615,Other
4814,Denby Bottles,1216,Other
4815,North Littleton,556,Other
4816,Lower Langford,332,Other
4817,Campton,318,Other
4818,Buckfastleigh,3420,Other
4819,Abbotts Ann,581,Other
4820,Tickton,1389,Other
4821,Middleton (Rochdale),44973,Medium Town
4822,Swinton,25248,Medium Town
4823,Sandhurst,20590,Other
4824,St Austell,26037,Medium Town
4825,Swallownest,15166,Other
4826,Stoke Poges,4069,Other
4827,Streatley,958,Other
4828,Dudley (Dudley),84813,Other
4829,Reydon,2706,Other
4830,Charlton Mackrell,368,Other
4831,Finchampstead,654,Other
4832,Pilsley,2331,Other
4833,Great Harwood,10990,Other
4834,Witton Gilbert,2564,Other
4835,Tintwistle,1365,Other
4836,Clayton West,4248,Other
4837,Potten End,1351,Other
4838,Groby,6844,Other
4839,Knottingley,14569,Other
4840,Stowupland,1845,Other
4841,Cullompton,8407,Other
4842,Wednesfield,25374,Medium Town
4843,Stoke Ferry,1164,Other
4844,Waterbeach,5480,Other
4845,Farley Green,419,Other
4846,Bay View,663,Other
4847,Holywell Row,610,Other
4848,Hooley,1023,Other
4849,Queen's Hills,5685,Other
4850,Fairford Airfield,744,Other
4851,Boxted Cross,651,Other
4852,Longlane,464,Other
4853,Kennington,4629,Other
4854,Little Burstead,208,Other
4855,Ainsworth,1584,Other
4856,Ince-in-Makerfield,12982,Other
4857,Freshford,330,Other
4858,Rayne,2201,Other
4859,Holme-on-Spalding-Moor,2483,Other
4860,Salford,122657,Other
4861,Halifax,92923,Other
4862,Cambridge Batch,387,Other
4863,Elmesthorpe,723,Other
4864,Backwell,4271,Other
4865,Towngate,1284,Other
4866,Crowthorne,14790,Other
4867,Tokers Green,327,Other
4868,Trowell,940,Other
4869,Broadley Common,481,Other
4870,Bromsgrove,36215,Medium Town
4871,Holcombe,582,Other
4872,Little Eaton,1998,Other
4873,Grindleford,601,Other
4874,Little Singleton,414,Other
4875,Woodcroft,274,Other
4876,Scawthorpe,235,Other
4877,Cheapside,763,Other
4878,St Blazey,10263,Other
4879,Boorley Green,1248,Other
4880,Thearne,455,Other
4881,New Brancepeth,1293,Other
4882,Gatley,21627,Other
4883,Bloxwich,52240,Medium Town
4884,Beeston (Central Bedfordshire),804,Other
4885,Kelly Bray,1184,Other
4886,Crow,146,Other
4887,Pickering,6982,Other
4888,South Hetton,3086,Other
4889,West Itchenor,309,Other
4890,East Hanney,1051,Other
4891,Woburn Sands,6605,Other
4892,Heathfield,8153,Other
4893,Balderton,3278,Other
4894,Wivelsfield Green,952,Other
4895,Collett's Green,1325,Other
4896,High Lane,4625,Other
4897,Euxton,8008,Other
4898,Weston,6232,Other
4899,Parkeston,913,Other
4900,Kingswinford,51099,Medium Town
4901,Uckfield,16187,Other
4902,Wells,11244,Other
4903,Hetton-le-Hole,12685,Other
